Model	Antioquia_SESGO,PROM	Apartadó_SESGO,PROM	Arauca_SESGO,PROM	Atlántico_SESGO,PROM	Barranquilla_SESGO,PROM	Bello_SESGO,PROM	Bogotá, D,C,_SESGO,PROM	Bolívar_SESGO,PROM	B_R2,PROMacá_SESGO,PROM	Bucaramanga_SESGO,PROM	Buenaventura_SESGO,PROM	Buga_SESGO,PROM	Caldas_SESGO,PROM	Cali_SESGO,PROM	Caquetá_SESGO,PROM	Cartagena_SESGO,PROM	Cartago_SESGO,PROM	Casanare_SESGO,PROM	Cauca_SESGO,PROM	Cesar_SESGO,PROM	Chía_SESGO,PROM	Chocó_SESGO,PROM	Ciénaga_SESGO,PROM	Córdoba_SESGO,PROM	Cúcuta_SESGO,PROM	Cundinamarca_SESGO,PROM	Dosquebradas_SESGO,PROM	Duitama_SESGO,PROM	Envigado_SESGO,PROM	Facatativá_SESGO,PROM	Girardot_SESGO,PROM	Girón_SESGO,PROM	Guainía_SESGO,PROM	Guaviare_SESGO,PROM	Huila_SESGO,PROM	Ibagué_SESGO,PROM	Ipiales_SESGO,PROM	Itagüí_SESGO,PROM	Jamundí_SESGO,PROM	La Guajira_SESGO,PROM	Lorica_SESGO,PROM	Magangué_SESGO,PROM	Magdalena_SESGO,PROM	Maicao_SESGO,PROM	Malambo_SESGO,PROM	Manizales_SESGO,PROM	Medellín_SESGO,PROM	Meta_SESGO,PROM	Montería_SESGO,PROM	Mosquera_SESGO,PROM	Nariño_SESGO,PROM	Norte de Santander_SESGO,PROM	Palmira_SESGO,PROM	Pasto_SESGO,PROM	Pereira_SESGO,PROM	Pitalito_SESGO,PROM	Pop_R2,PROMán_SESGO,PROM	Putum_R2,PROMo_SESGO,PROM	Quibdó_SESGO,PROM	Quindío_SESGO,PROM	Riohacha_SESGO,PROM	Rionegro_SESGO,PROM	Risaralda_SESGO,PROM	San Andrés_SESGO,PROM	Santa Marta_SESGO,PROM	Santander_SESGO,PROM	Sincelejo_SESGO,PROM	Soacha_SESGO,PROM	Soledad_SESGO,PROM	Sucre_SESGO,PROM	Tolima_SESGO,PROM	Tuluá_SESGO,PROM	Tumaco_SESGO,PROM	Tunja_SESGO,PROM	Turbo_SESGO,PROM	Uribia_SESGO,PROM	Valle del Cauca_SESGO,PROM	Valledupar_SESGO,PROM	Vaupés_SESGO,PROM	Villavicencio_SESGO,PROM	Yopal_SESGO,PROM	NA_SESGO,PROM	Antioquia_R2,PROM	Apartadó_R2,PROM	Arauca_R2,PROM	Atlántico_R2,PROM	Barranquilla_R2,PROM	Bello_R2,PROM	Bogotá, D,C,_R2,PROM	Bolívar_R2,PROM	B_R2,PROMacá_R2,PROM	Bucaramanga_R2,PROM	Buenaventura_R2,PROM	Buga_R2,PROM	Caldas_R2,PROM	Cali_R2,PROM	Caquetá_R2,PROM	Cartagena_R2,PROM	Cartago_R2,PROM	Casanare_R2,PROM	Cauca_R2,PROM	Cesar_R2,PROM	Chía_R2,PROM	Chocó_R2,PROM	Ciénaga_R2,PROM	Córdoba_R2,PROM	Cúcuta_R2,PROM	Cundinamarca_R2,PROM	Dosquebradas_R2,PROM	Duitama_R2,PROM	Envigado_R2,PROM	Facatativá_R2,PROM	Girardot_R2,PROM	Girón_R2,PROM	Guainía_R2,PROM	Guaviare_R2,PROM	Huila_R2,PROM	Ibagué_R2,PROM	Ipiales_R2,PROM	Itagüí_R2,PROM	Jamundí_R2,PROM	La Guajira_R2,PROM	Lorica_R2,PROM	Magangué_R2,PROM	Magdalena_R2,PROM	Maicao_R2,PROM	Malambo_R2,PROM	Manizales_R2,PROM	Medellín_R2,PROM	Meta_R2,PROM	Montería_R2,PROM	Mosquera_R2,PROM	Nariño_R2,PROM	Norte de Santander_R2,PROM	Palmira_R2,PROM	Pasto_R2,PROM	Pereira_R2,PROM	Pitalito_R2,PROM	Pop_R2,PROMán_R2,PROM	Putum_R2,PROMo_R2,PROM	Quibdó_R2,PROM	Quindío_R2,PROM	Riohacha_R2,PROM	Rionegro_R2,PROM	Risaralda_R2,PROM	San Andrés_R2,PROM	Santa Marta_R2,PROM	Santander_R2,PROM	Sincelejo_R2,PROM	Soacha_R2,PROM	Soledad_R2,PROM	Sucre_R2,PROM	Tolima_R2,PROM	Tuluá_R2,PROM	Tumaco_R2,PROM	Tunja_R2,PROM	Turbo_R2,PROM	Uribia_R2,PROM	Valle del Cauca_R2,PROM	Valledupar_R2,PROM	Vaupés_R2,PROM	Villavicencio_R2,PROM	Yopal_R2,PROM	PROM_MODEL	PROM_R2	NUM_NA
microWave+books	0,5792880752	0,4807736223	1,6939533587	0,9144531234	1,2843820589	0,3937730599	0,0713406522	0,5305871563	1,6372764477	1,4014923852	2,6524659115	0,0321126261	2,5248192199	0,2313006365	1,6844123325	1,0163527782	0,0079518923	1,0387696039	4,3228106094	0,2202822014	1778,21617442	4,8216624296	NA	0,1985992473	3,2218826467	0,4385489961	0,5963009579	4,5559558756	1,6577560853	0,6070610613	4,9582053152	7,6513438149	NA	224,0080131621	1,1206254984	0,7405649373	0,0061230885	0,6015108851	NA	0,5912896358	103,5226268817	0,7557261305	0,7539205066	149,6982002782	1,7723375257	4,6991326181	0,1083340207	0,2603332935	1,7144926508	31,7017176868	0,9168553039	0,8240105849	3,1560876979	2,5218972622	1,3334158876	8,0127963596	153,1701264989	0,5060110662	18,3590530828	4,3074853813	66,9787820309	23,304873852	4,7285741606	2,8159766502	2,1329300175	0,5631790355	3,6216046038	0,5830083349	1,9333356152	0,2754638498	3,3205181409	NA	14,7638070732	0,2552065243	1,4585113539	0,0271020638	0,1486419679	0,2128242298	6,4085479028	0,6410192298	0,1878557277	NA	0,9405794758	0,9542661719	0,954290548	0,9373475271	0,9530530838	0,9602566553	0,9490356649	0,9483032553	0,9535085942	0,9514052887	0,9619814433	0,9563387536	0,9476856492	0,950359829	0,9348767796	0,9482443791	0,9550585392	0,9462002482	0,9323237623	0,9474173278	0,9913808565	0,9471838352	NA	0,9370167824	0,9584259107	0,9479089684	0,9644561603	0,9593098989	0,9499265488	0,9647705079	0,9616567292	0,9534129861	NA	0,9781020301	0,9467122557	0,9560945128	0,9637088093	0,9558267764	NA	0,9521917422	0,9441239382	0,9427396729	0,9462772752	0,9799655935	0,9588690704	0,9578762905	0,9468566909	0,9477709766	0,9488899797	0,9572987314	0,9612349227	0,9447102517	0,959891438	0,9657899232	0,9585217015	0,9438083183	0,9497340664	0,9509346193	0,9503245403	0,9557690545	0,9149267934	0,9647497405	0,9415907816	0,9618373491	0,9492835456	0,9466167354	0,9511204992	0,9592175734	0,9509844815	0,938430171	0,947558646	NA	0,9458368835	0,9675573838	0,9477436781	0,9440080911	0,9461086515	0,9549313448	0,9480508793	0,9528725178	0,9523980237	34,7943706349	0,9464887498	4
car+fridge	0,9336897311	75,334786202	0,5469274638	1,1570233387	1,2482922668	1,1377709229	0,0656444404	0,3740597411	3,0049576343	0,5950893385	5,0819999344	0,0537916892	2,6083586254	0,4792237346	2,7934318605	2,0364533854	2,5773938665	1,1825588702	2,7205377559	0,1792524977	NA	3,8330669736	13,8734006686	0,1450109038	10,4742544664	0,4346659604	0,5119541309	97,1353381181	25,2044075615	0,0855787262	1,0832240198	3,9001010395	NA	64,1574200134	1,0249809422	2,3289675291	0,2475674975	1,3015742092	NA	1,5934548749	0,1203450926	5,2590566155	0,9663874247	2747,6203351525	1,5275473931	1,357852846	0,130767476	0,120541906	2,5977042263	13,7561240933	0,9231980715	0,9465777359	2,3369251588	8,6323232796	1,8921397301	0,4795660613	144,3172174055	0,2056659443	5,0100582626	10,996383873	33,9805023416	1,4824533301	0,1085961815	7,0667459395	0,4778996367	1,118082911	1,2436304548	1,4301334804	1,0421299269	0,1254561289	3,9093675442	NA	0,0432425876	0,3100344213	0,3037130407	3,300401926	0,1189422028	0,4317467839	15,9565130002	0,4849419298	6,6384502102	NA	0,9405780302	0,952467091	0,9543580618	0,9375312948	0,9522844119	0,959893026	0,9490557444	0,9485802529	0,9486395781	0,9481540169	0,9623613698	0,9550231179	0,9469576071	0,950368176	0,9350957282	0,9499682967	0,9567800853	0,9462547835	0,9320554233	0,9486615972	NA	0,9458081964	0,9366171357	0,9386306946	0,9592472219	0,9466141525	0,9642720355	0,9578891727	0,9552777285	0,9644168103	0,9609817975	0,9559367685	NA	0,9748928193	0,9463049304	0,9563682642	0,9594331222	0,9559959215	NA	0,9525470895	0,9486499878	0,9420103836	0,9465153621	0,9836880065	0,9584774877	0,9573874896	0,9469832049	0,9488696593	0,9491971528	0,9552096178	0,9605504517	0,9434755684	0,9595569781	0,9666981625	0,9590552672	0,9439687107	0,9490443714	0,9508990681	0,9478078009	0,9574111803	0,9022220951	0,9658066263	0,9393785838	0,9613002829	0,9494449511	0,9468970685	0,9498739077	0,9593125271	0,9497244684	0,9375097985	0,9466427688	NA	0,9526054354	0,9671168484	0,9495630775	0,9439062931	0,9463087367	0,9530576342	0,9527722703	0,9526588268	0,9524025119	43,6391676969	0,946490271	4
dvd+books	0,6544507272	10,2641098724	1,6302872123	0,6293387978	1,0770267159	0,4880812826	0,060536552	0,3458774446	1,4069858039	2,0654075468	1,9316248906	59,7228428839	2,6451024072	0,2435889168	1,650934948	0,5949546076	6,0782316104	0,8171007655	4,0365841446	0,2256681863	NA	5,3166814105	NA	0,1519762028	3,0963345113	0,4504634634	0,6117256519	3,8967875544	28,8206571873	0,8011110815	5,0722339192	17,9024923914	NA	314,8768163258	1,2619796492	0,9141862019	0,0425214992	0,5503244376	NA	0,4627690976	25,4734291087	0,7616074986	0,8291226297	87,8464082374	2,2549652385	3,7040893944	0,1211398268	0,3122030322	1,4104521728	15,7888169566	0,9271239942	0,7456231598	2,5764748106	1,9966387564	1,0427749305	8,0827400236	154,0415466729	0,2503772295	13,6895801152	5,6584142195	57,5528787846	13,5429721634	6,2060708893	6,0267292112	2,2500939949	0,6297134925	0,2966227646	1,4441069163	3,0853103963	0,3639610306	4,3169976188	NA	19,8980194878	0,1200780117	1,0211634463	0,0947295356	0,1290829387	0,5752724838	4,9939067475	0,4883874195	5,9127133632	NA	0,9410786744	0,9545482589	0,9539914922	0,9372442367	0,9533048627	0,9602364659	0,9481795141	0,9505214127	0,9526476409	0,9503000842	0,9625805072	0,9548007426	0,9492735176	0,9507202765	0,9349002713	0,9483767735	0,9591976121	0,9461517591	0,9334850403	0,9485556705	NA	0,9471331384	NA	0,936997022	0,9576714193	0,9484907559	0,9644573503	0,9597338415	0,9509905067	0,9652330269	0,9619105436	0,9538933084	NA	0,978320488	0,9466362783	0,9561252179	0,9636833969	0,9568189919	NA	0,9524529555	0,9457890474	0,9428143446	0,946568542	0,9799997915	0,9604853358	0,9578719094	0,9460613621	0,9477656171	0,9501012761	0,9564338954	0,9615518057	0,9432271941	0,9602264923	0,9658369581	0,9590339432	0,9447129227	0,9497750757	0,9516675065	0,9487636562	0,955873688	0,9139640389	0,9649150495	0,9415178717	0,9613897682	0,9485639145	0,9468636734	0,9509117834	0,9594256489	0,9498217362	0,9376262003	0,9493478193	NA	0,9455553757	0,9674708901	0,9483231144	0,9440234102	0,9464628036	0,9546796237	0,9468892597	0,9529058394	0,9539121609	12,3323701922	0,9474954176	5
washMach+books	0,7588999405	3,7180379055	2,6991321064	0,6449377861	1,1161901293	0,3007555348	0,0605012416	0,3434387568	2,1958591763	1,6159550321	3,0447151348	19,288769759	2,2930205315	0,2408636639	1,5210735729	0,6536176325	0,0172449846	1,0546914846	4,248528414	0,2040648785	NA	6,0562914648	NA	0,1394245552	4,6480791253	0,4368537423	0,8553942089	0,2171181093	7,4767384638	0,2847197924	0,7467412934	5,3732200731	NA	371,64706842	1,2428584839	0,7358463534	0,0488310672	0,8168388138	NA	0,8512670557	20,5689063709	2,1661923443	0,7396515945	106,9495999833	4,0774534916	2,8829345327	0,1175436055	0,2299209091	1,3792105139	21,6060457258	0,9887244455	0,7680227302	5,5692481591	2,3246322655	0,6559134094	7,9754495507	176,1281253491	0,3379450512	12,8761300287	6,1993625379	72,3201278401	16,6009464431	6,0695037764	14,3551154916	1,8464813811	0,6396868103	0,0178844214	1,6043651189	0,9048500218	0,2451818728	3,9654513473	NA	14,2641838591	0,5378646842	0,8691389005	4,3806825628	0,1714627151	0,3441790247	6,369840252	0,7771954136	1,0977685369	NA	0,9417000467	0,9539023253	0,9540420961	0,9370655682	0,9531557366	0,9603534245	0,9489134187	0,9490918719	0,9541202963	0,9515260372	0,9629339331	0,953572465	0,9500216516	0,9504551264	0,9349719968	0,9496361822	0,9558692802	0,9464583469	0,9326221604	0,9486554651	NA	0,9470454527	NA	0,9380076583	0,9594653382	0,9487486928	0,9645087333	0,9592415341	0,9496697412	0,9648453549	0,9611871893	0,9548842719	NA	0,9780651555	0,9467750494	0,9562445348	0,9639324904	0,9568533811	NA	0,9533766511	0,9455658176	0,943384723	0,9466019554	0,981193741	0,9586981765	0,9592019017	0,9466591725	0,948892018	0,9496627502	0,9575241494	0,9613867961	0,9436046949	0,9602039137	0,9659278605	0,9588527335	0,9451025426	0,9513335346	0,9513678655	0,9493435854	0,9572544225	0,913808149	0,9652053709	0,9430792853	0,9612404246	0,9491444112	0,9474599737	0,9518870791	0,9594227206	0,9489868158	0,940281145	0,9471112658	NA	0,9474935182	0,9686794277	0,9491665831	0,9455568834	0,9461546905	0,9556573096	0,9464514935	0,9537811001	0,9541423505	12,756848839	0,9479211986	5
soundEqui+books	0,6270275519	3,4464721478	1,7056175753	0,9649432099	1,0535997088	0,6333030585	0,0606471343	0,4244047891	1,5752370753	2,215959594	1,9882739617	56,2698599877	2,2231913746	0,2927168892	1,8867575503	0,5746546287	0,0112832598	1,4298238114	4,4768656343	0,1934017516	NA	5,9023957273	NA	0,1640808878	1,7132162573	0,5470984638	0,6132226983	0,9777971708	5,1296276983	0,525827248	0,2628833056	6,379129761	NA	509,4130327766	1,1612358358	0,8550245646	0,1800969534	0,9388626772	NA	0,6160757982	28,9361620262	0,9023991819	0,688531631	6,2189924706	14,5512916227	3,600355107	0,1272494279	0,2752146554	1,3620939344	15,8083270449	0,9454380297	0,8525961677	3,5963751473	1,9631466057	0,7764104626	11,0240557076	152,7130895553	0,8568222199	7,7366194558	6,5056574573	103,7809480206	20,2346925035	5,7129178164	7,7143908662	1,9091911419	1,1589772144	0,5559739904	1,7095661451	1,9215050324	0,2401893011	4,351117172	NA	20,2089327134	0,2462035455	0,8725583841	0,0690143873	0,1373546314	0,2737805407	12,8998621884	0,6504744055	0,0623520332	NA	0,9410459929	0,9539657072	0,9541674948	0,9389769496	0,9529636159	0,960327646	0,9476804899	0,9482207329	0,9524404074	0,9501233304	0,9622815887	0,9544165196	0,9476936249	0,9503397726	0,9349115491	0,9478920251	0,9550510863	0,9474100559	0,9325308234	0,9476094989	NA	0,947579042	NA	0,9365664652	0,9570049831	0,9475220221	0,9644576714	0,9593813709	0,9506584848	0,9648283408	0,9608091194	0,9533874993	NA	0,9799480712	0,9466561455	0,9560912347	0,9643334162	0,9557843325	NA	0,9523417983	0,9436256749	0,9428219808	0,9461782508	0,9825908492	0,9604143901	0,9578480581	0,9456681559	0,9475646009	0,9489098517	0,9566581604	0,9615537404	0,9431773748	0,9600420877	0,9661225225	0,9583248116	0,9436793523	0,9495088962	0,9521856796	0,9490745145	0,9552458245	0,9130885057	0,9647950712	0,9415225466	0,9612728249	0,9501030914	0,9465722424	0,9509393614	0,9593261788	0,9524307558	0,9396299039	0,9473207572	NA	0,9465788896	0,9676257656	0,9481019609	0,9441089694	0,9459883719	0,954200982	0,9476656572	0,9528997545	0,952393819	13,9682168219	0,946719906	5
fridge+books	0,793845365	3,5804479058	1,0882492703	0,6859942001	1,0456617613	0,5283473587	0,0568685172	0,4221899676	2,4392148769	1,7895337247	4,2587546985	26,9142034635	2,7593771325	0,2861317966	1,8913814015	0,7672093176	0,0410771805	1,5387320316	4,8085021924	0,20561406	NA	5,3030731481	NA	0,1610813796	2,3764854713	0,4624795155	0,3684933949	2,2089207347	10,543718431	0,5686706479	11,34533704	11,0244331538	NA	302,8129864576	1,1867649105	1,1812441451	0,0418749243	1,1006573709	NA	1,1132328055	20,8653028859	2,2143048331	1,076098961	2702,403955493	3,5761835587	3,4582300265	0,1214686592	0,1279258344	1,1999524969	14,8422964067	0,8377757456	0,9737959145	3,3353266716	2,5745126119	1,0541690975	7,5945552325	149,3806751146	0,5518767376	19,6238635521	6,2493016791	66,3247804712	21,2936389506	5,7734734307	1,5855760444	2,0073666663	1,2685670269	0,6323391589	1,3372464343	1,9625932712	0,2408380286	3,4375135035	NA	11,593516125	0,7043858615	0,5646481367	1,9047626564	0,1698054138	0,5083767721	20,3895122993	0,4084414513	5,341165551	NA	0,9417533906	0,9539422065	0,9540663221	0,9395472478	0,9530118313	0,9602813816	0,9487975025	0,9484658987	0,9530467044	0,9507177008	0,9637875783	0,9555577284	0,9484391715	0,9504270156	0,9351400422	0,9502608037	0,9574387612	0,9461730713	0,9323638483	0,9491257722	NA	0,9471092126	NA	0,9389319448	0,9575770602	0,9481246983	0,9645695736	0,9593293143	0,9558245099	0,9647848609	0,9632334479	0,9574673665	NA	0,9781767086	0,9466332604	0,9566410375	0,9636881959	0,9569989115	NA	0,9530989677	0,9491641514	0,9429308962	0,947273351	0,9906204273	0,959775848	0,9597570332	0,9466636036	0,9486105545	0,9493573507	0,9565156986	0,9614061791	0,9444869505	0,9598215977	0,9662774635	0,9584445574	0,944472362	0,9503113785	0,9516157019	0,9493584148	0,9556194798	0,9148403293	0,966537847	0,941630148	0,9610966939	0,9495294205	0,9480535084	0,9508507661	0,9594934481	0,9515902748	0,9396928891	0,9476467554	NA	0,9543194417	0,9684678606	0,9496452951	0,9442617113	0,9463200564	0,9557189603	0,9525797253	0,9539349556	0,9537164355	46,0159330068	0,9477349131	5
dvd+OverCr	0,9547127085	13,1115225627	1,4757846789	0,6917846768	0,8526525524	1,3747278697	0,0619529135	0,3835703732	1,3817359438	0,8052215608	8,8635266917	0,1437043275	0,9062566457	0,2781679209	4,3138286902	0,7873818405	0,6414195164	2,2505475043	6,0943426981	1,0479618548	NA	4,1655768509	43,967242798	0,1874837103	NA	0,5891697756	2,3285287955	57,7112383837	33,3060117773	3,6535730437	28,4877192017	8,012049449	NA	374,0736485958	0,4959303743	3,9400167749	0,0282906645	0,4804410833	NA	0,5441017824	2,4638413457	2,9096177371	0,6684704068	NA	4,0052329295	1,928157332	0,2005463417	0,2226800257	1,438269571	3,2887650554	0,8125717306	0,9737266982	2,0870471074	1,5270525334	0,5007177492	1,4632708855	132,3120697247	1,1029902286	0,0859073168	5,7523292883	9,6380022923	7,8017505001	1,6415987061	NA	0,5659019313	1,0870379687	0,2228060752	1,3218026158	0,7181722805	0,6682283923	4,6030166705	NA	6,2155123365	0,0301717069	1,0011933473	2,5924514574	0,1283922985	0,2802501072	43,7074835575	0,4525375145	4,8939276875	NA	0,9416655325	0,9539410156	0,9550165938	0,9346790004	0,9531949716	0,9603686231	0,9471689867	0,9507059531	0,948096965	0,947078883	0,9615933566	0,9651792698	0,948936742	0,950408511	0,9353492854	0,9495298495	0,9609011006	0,9476650771	0,9357913684	0,9491649345	NA	0,9477547912	0,939619924	0,9376855033	NA	0,9476218033	0,9646134033	0,9609885745	0,9581407009	0,9661201188	0,966875054	0,9523673084	NA	0,9806256135	0,9478720922	0,9566718266	0,9610358743	0,9563749791	NA	0,9538726372	0,9441099189	0,9435053457	0,9474208236	NA	0,9605259605	0,9575374512	0,9461062351	0,9493135642	0,9522999794	0,9569257505	0,9604957564	0,9428794473	0,9594452619	0,9655310968	0,9591462796	0,946509633	0,9498263131	0,9524800898	0,9500883797	0,9565157592	0,9145177272	0,9664369392	0,9443468797	NA	0,950712579	0,9461894163	0,9514613334	0,9597040856	0,9492702336	0,9370552863	0,949030494	NA	0,9454321992	0,9671004767	0,9497105967	0,9466869271	0,9461196596	0,954717107	0,9511102089	0,952171995	0,9536420827	11,6176395682	0,9476538076	7
fridge+OverCr	1,0845850419	5,1244039241	0,8884094995	0,7485820253	0,9267436727	1,1170007817	0,0592473953	0,5041657372	2,4132711852	0,5156985491	13,3124411166	2,2565977427	0,8476347443	0,3112118512	5,3015227944	0,6291786586	1,0912541646	2,2537742955	6,8444424537	1,1579735393	NA	4,2380420025	34,1630973521	0,1854326931	NA	0,5555055296	1,9293370683	78,3785895585	12,9628613619	3,3412122798	45,7467273851	6,4432108034	NA	326,0707884403	0,4793623477	4,1847976071	0,2745259126	0,9526179838	NA	1,1993221428	2,6966920926	5,9506111421	0,8825943779	NA	2,2489162474	1,2496423185	0,2019738238	0,2902224505	1,2193097577	1,584289639	0,6454773009	1,2174695872	2,2538153528	1,6371657498	0,490832673	0,7690639711	132,651642294	0,7373483026	0,0002776624	7,7759901683	5,8862774999	2,5761533519	1,1217326949	NA	0,5468054932	1,9292864546	0,0010420296	1,1629100587	1,5397818624	0,6289863368	3,7745816953	NA	6,2438934192	0,4710357477	0,8312971997	12,9536617092	0,1772186797	0,2507503229	85,5048765035	0,4679858585	3,3680938936	NA	0,9420631257	0,9529887969	0,9549941571	0,937715157	0,9528128751	0,960415864	0,9477465475	0,9486035621	0,948892716	0,9476688056	0,9625345319	0,9643142798	0,9486325132	0,95015334	0,93552563	0,951886189	0,9588584606	0,9476338537	0,9343523082	0,9497372139	NA	0,947719652	0,9424289976	0,9394882005	NA	0,9469894768	0,9647085756	0,9606491655	0,9631809743	0,9657181564	0,9688911037	0,9559900221	NA	0,9812116858	0,9478530603	0,9572188225	0,9610121857	0,9562534916	NA	0,9541741803	0,9519719511	0,9439742052	0,9478938806	NA	0,9603651945	0,958970726	0,9465629778	0,9499688131	0,9517133576	0,9568329441	0,9606662359	0,9441704375	0,9589940459	0,9660004598	0,9587167613	0,9463148916	0,9503022774	0,9530343272	0,9501582589	0,9562981046	0,9147406713	0,9679423907	0,9444022189	NA	0,9510888319	0,9468682067	0,9512314561	0,9597012507	0,9510420653	0,9390555127	0,947349537	NA	0,9542187282	0,9678319228	0,9505714252	0,9471284314	0,9460678985	0,9557084638	0,9560724507	0,9532236589	0,9529795994	11,6545037211	0,9475213625	7
microWave+OverCr	0,8619725611	1,015606759	1,3098594989	1,1029250405	0,9698234097	1,1110718801	0,0723027087	0,3752649981	1,6333109371	0,7245358098	20,3067953854	32,1239902607	0,9541130906	0,2791852661	4,6166334928	0,5009579488	1,8823387273	2,0593511155	6,7177151413	1,0443836619	NA	4,0735300773	20,8595048591	0,2123256629	NA	0,543973013	2,0007771797	73,1818430194	17,8742470484	3,8667286868	2,0641721128	3,194897135	NA	377,7629648327	0,4901723196	3,2622370661	0,1761920416	0,4759029683	NA	0,6064475751	35,2935379154	3,2354289462	0,7181391437	NA	0,7991255991	2,2487169203	0,1747911325	0,1612316567	1,441634065	14,2194363029	0,8292925914	1,0656005377	1,7277930464	1,3612107808	0,7517725069	2,0039535044	134,8400690132	0,6703592477	0,0173348591	3,2749379447	5,3090234037	0,4815779353	0,9213380367	NA	0,5753494112	1,0613569734	2,1100150344	0,7985696421	4,7870627279	0,5739347136	3,3881646411	NA	9,6088171719	0,0293774152	0,7334021797	1,719181784	0,1538978054	0,1169954501	44,3037175635	0,5582783518	0,0943652398	NA	0,9411776233	0,9534800764	0,9554888202	0,9346775344	0,9529191617	0,9603634106	0,948410125	0,9484948256	0,9497945903	0,9488019943	0,9608767601	0,9668129987	0,9478813666	0,9501342339	0,9353708341	0,949656462	0,9576695349	0,9477474897	0,9344521106	0,9481628306	NA	0,94814376	0,9399155146	0,937750348	NA	0,9468064774	0,9646358361	0,9605941838	0,959360778	0,9657516114	0,9655751621	0,9518389557	NA	0,9809292292	0,9478680291	0,9566395887	0,9606321416	0,9551655902	NA	0,9537040297	0,9459512659	0,9434902652	0,947234163	NA	0,9586983421	0,9578000767	0,9468603104	0,9493410489	0,9515023568	0,9579418583	0,9604067422	0,9445866294	0,9588011288	0,9655533352	0,9587887084	0,9453563637	0,9500153458	0,9521999722	0,9512560913	0,9564127905	0,9151304443	0,9662531681	0,9446490159	NA	0,9511765647	0,9456780317	0,9515104683	0,9595026406	0,9497074503	0,9383911665	0,9476228451	NA	0,945802096	0,9671655768	0,9493706784	0,9466866281	0,9457336026	0,9548348017	0,9511980089	0,9521720062	0,9521095793	11,7900924931	0,9466436013	7
heater+OverCr	0,9775982999	0,490626336	1,5098774721	1,0751797447	1,0257593741	0,4714616285	0,0635322312	0,3539310026	2,6840613265	0,3320831499	9,4162471298	19,8929127019	1,2675220176	0,3751580274	4,3444756946	0,4740027286	4,1230599647	2,1911228482	6,1350197009	1,0341720798	NA	6,3349698488	19,6690751101	0,1968983937	NA	0,6994069385	2,364164685	71,3635161609	36,9181523498	3,858935073	17,4617945953	5,1840595422	NA	484,3077358243	0,1980230932	5,8228548619	1,5028917733	0,578646166	NA	1,0076314368	2,3699095009	2,7340215269	0,7904606401	NA	1,5159120939	2,2456411827	0,1952975627	0,3292506958	1,1872954418	7,4203309025	0,9892588873	1,1182606	1,9774441345	1,2540031094	1,8287543196	15,8239117909	135,2659057454	1,4440740954	1,7630832943	6,2983597333	1,3979636089	0,7947574726	1,8853979375	NA	3,2615127162	1,780302707	0,0162351638	1,4972826829	1,6597888739	0,6197650745	3,9507335731	NA	6,3708512324	0,1540341084	0,5410305462	1,4885584622	0,1465191319	0,1376805738	31,4120069595	0,412083459	0,5409540692	NA	0,942258644	0,9537030832	0,9550277515	0,9341473268	0,9527319961	0,9603884001	0,9497129354	0,9483546125	0,9494917706	0,9487805028	0,9612146093	0,9653210072	0,948344635	0,9508157377	0,9354764513	0,9490894484	0,9576553453	0,9477753161	0,9356583699	0,9480598928	NA	0,9481162802	0,9394861455	0,9369806963	NA	0,9471547974	0,9646518425	0,9606017812	0,95830126	0,9658562398	0,9684548987	0,951526508	NA	0,9805027513	0,9478939071	0,9566133494	0,9615542556	0,9552480538	NA	0,9535858727	0,9429774881	0,9436643227	0,9472555437	NA	0,9588488498	0,9575869944	0,9477569554	0,9498407211	0,9514875911	0,9573873099	0,9606206668	0,9456975911	0,9588414148	0,9660854971	0,9585840073	0,9450307051	0,9492895851	0,9514975963	0,9498843661	0,9573892284	0,9203168178	0,9657588962	0,9447652975	NA	0,9516361674	0,9455232277	0,9514350897	0,959449917	0,9487928722	0,9366624828	0,9468580723	NA	0,9457059233	0,9684371999	0,9496245249	0,9468439763	0,9454789341	0,9543639155	0,9516149984	0,9523874986	0,9520991803	12,9773674719	0,9471789121	7
